SGID	FeatureType	FeatureQualifier	FeatureName	common_name	parent_name	SGID2	chr	start	end
S000003395	ORF	Verified	YGR163W	GTR2	chromosome 7	L000004611	7	827552	828577
S000033603	CDS				YGR163W		7	827552	828577
S000003396	ORF	Dubious	YGR164W		chromosome 7		7	828625	828960
S000034546	CDS				YGR164W		7	828625	828960
S000006712	tRNA_gene		tR(UCU)G2		chromosome 7	L000003843	7	828794	828723
S000037330	noncoding_exon				tR(UCU)G2		7	828794	828723
S000003397	ORF	Verified	YGR165W	MRPS35	chromosome 7		7	829116	830153
S000034612	CDS				YGR165W		7	829116	830153
S000003398	ORF	Verified	YGR166W	TRS65	chromosome 7	L000000918	7	830515	832197
S000034756	CDS				YGR166W		7	830515	832197
S000003399	ORF	Verified	YGR167W	CLC1	chromosome 7	L000000355	7	832456	833157
S000035721	CDS				YGR167W		7	832456	833157
S000003400	ORF	Uncharacterized	YGR168C		chromosome 7		7	834482	833352
S000035768	CDS				YGR168C		7	834482	833352
S000118466	ARS		ARS731		chromosome 7		7	834491	834734
S000119030	ARS_consensus_sequence				ARS731		7	834664	834650
S000003401	ORF	Verified	YGR169C	PUS6	chromosome 7		7	835903	834689
S000035880	CDS				YGR169C		7	835903	834689
S000028521	ORF	Verified	YGR169C-A	LSO2	chromosome 7		7	836665	836387
S000030316	CDS				YGR169C-A		7	836665	836387
S000003402	ORF	Verified	YGR170W	PSD2	chromosome 7	L000002817	7	837142	840558
S000036827	CDS				YGR170W		7	837142	840558
S000003403	ORF	Verified	YGR171C	MSM1	chromosome 7	L000001196	7	842551	840824
S000036868	CDS				YGR171C		7	842551	840824
S000003404	ORF	Verified	YGR172C	YIP1	chromosome 7	L000003259	7	843591	842845
S000037595	CDS				YGR172C		7	843591	842845
S000003405	ORF	Verified	YGR173W	RBG2	chromosome 7		7	843854	844960
S000037694	CDS				YGR173W		7	843854	844960
S000006981	long_terminal_repeat		YGRWsigma7		chromosome 7		7	845281	845602
S000006581	tRNA_gene		tG(GCC)G1		chromosome 7	L000003837	7	845649	845719
S000037454	noncoding_exon				tG(GCC)G1		7	845649	845719
S000003406	ORF	Verified	YGR174C	CBP4	chromosome 7	L000000227	7	846405	845893
S000037715	CDS				YGR174C		7	846405	845893
S000028639	ORF	Uncharacterized	YGR174W-A		chromosome 7		7	846655	846741
S000032395	CDS				YGR174W-A		7	846655	846741
S000003407	ORF	Verified	YGR175C	ERG1	chromosome 7	L000000568	7	848423	846933
S000037776	CDS				YGR175C		7	848423	846933
S000003408	ORF	Dubious	YGR176W		chromosome 7		7	848720	849067
S000030672	CDS				YGR176W		7	848720	849067
S000003409	ORF	Verified	YGR177C	ATF2	chromosome 7	L000003345	7	850436	848829
S000030746	CDS				YGR177C		7	850436	848829
S000003410	ORF	Verified	YGR178C	PBP1	chromosome 7	L000003967	7	853215	851047
S000030834	CDS				YGR178C		7	853215	851047
S000003411	ORF	Verified	YGR179C	OKP1	chromosome 7		7	854895	853675
S000031845	CDS				YGR179C		7	854895	853675
S000003412	ORF	Verified	YGR180C	RNR4	chromosome 7	L000002819|S000029396|L000004184	7	856301	855264
S000031850	CDS				YGR180C		7	856301	855264
S000006641	tRNA_gene		tL(CAA)G3		chromosome 7	L000003842	7	857491	857378
S000034251	intron				tL(CAA)G3		7	857453	857422
S000034250	noncoding_exon				tL(CAA)G3		7	857421	857378
S000034249	noncoding_exon				tL(CAA)G3		7	857491	857454
S000003413	ORF	Verified	YGR181W	TIM13	chromosome 7		7	858287	858604
S000032812	CDS				YGR181W		7	858287	858604
S000003414	ORF	Dubious	YGR182C		chromosome 7		7	858904	858551
S000032855	CDS				YGR182C		7	858904	858551
S000003415	ORF	Verified	YGR183C	QCR9	chromosome 7	L000001549	7	859476	859063
S000032944	CDS				YGR183C		7	859260	859063
S000032943	CDS				YGR183C		7	859476	859474
S000032945	intron				YGR183C		7	859473	859261
S000003416	ORF	Verified	YGR184C	UBR1	chromosome 7	L000002420	7	865753	859901
S000033034	CDS				YGR184C		7	865753	859901
S000003417	ORF	Verified	YGR185C	TYS1	chromosome 7	L000001105	7	867520	866336
S000033686	CDS				YGR185C		7	867520	866336
S000003418	ORF	Verified	YGR186W	TFG1	chromosome 7	L000002594	7	867774	869981
S000033854	CDS				YGR186W		7	867774	869981
S000003419	ORF	Verified	YGR187C	HGH1	chromosome 7	L000003003	7	871416	870232
S000033880	CDS				YGR187C		7	871416	870232
S000003420	ORF	Verified	YGR188C	BUB1	chromosome 7	L000000196	7	875109	872044
S000034040	CDS				YGR188C		7	875109	872044
S000006976	long_terminal_repeat		YGRWdelta31		chromosome 7		7	875951	876279
S000006623	tRNA_gene		tK(CUU)G3		chromosome 7	L000003838	7	876394	876466
S000029892	noncoding_exon				tK(CUU)G3		7	876394	876466
S000003421	ORF	Verified	YGR189C	CRH1	chromosome 7	S000007423	7	878192	876669
S000034926	CDS				YGR189C		7	878192	876669
S000006772	tRNA_gene		tW(CCA)G2		chromosome 7	L000003841	7	878815	878710
S000032530	intron				tW(CCA)G2		7	878779	878746
S000032529	noncoding_exon				tW(CCA)G2		7	878745	878710
S000032528	noncoding_exon				tW(CCA)G2		7	878815	878780
S000003423	ORF	Verified	YGR191W	HIP1	chromosome 7	L000000775	7	880420	882231
S000036175	CDS				YGR191W		7	880420	882231
S000003422	ORF	Dubious	YGR190C		chromosome 7		7	880661	880296
S000035932	CDS				YGR190C		7	880661	880296
S000003424	ORF	Verified	YGR192C	TDH3	chromosome 7	L000002274	7	883810	882812
S000036226	CDS				YGR192C		7	883810	882812
S000003425	ORF	Verified	YGR193C	PDX1	chromosome 7	L000001369	7	885741	884509
S000036958	CDS				YGR193C		7	885741	884509
S000003426	ORF	Verified	YGR194C	XKS1	chromosome 7		7	887875	886073
S000037017	CDS				YGR194C		7	887875	886073
S000119032	ARS		ARS737		chromosome 7		7	888413	888493
S000119033	ARS_consensus_sequence				ARS737		7	888414	888430
S000003427	ORF	Verified	YGR195W	SKI6	chromosome 7	L000003895|L000004426	7	888882	889622
S000037164	CDS				YGR195W		7	888882	889622
S000003428	ORF	Verified	YGR196C	FYV8	chromosome 7		7	892186	889733
S000037853	CDS				YGR196C		7	892186	889733
S000003429	ORF	Verified	YGR197C	SNG1	chromosome 7	L000002747	7	894140	892497
S000029875	CDS				YGR197C		7	894140	892497
S000003430	ORF	Verified	YGR198W	YPP1	chromosome 7		7	894693	897146
S000030951	CDS				YGR198W		7	894693	897146
S000003431	ORF	Verified	YGR199W	PMT6	chromosome 7	L000004009|L000004020	7	897502	899781
S000031053	CDS				YGR199W		7	897502	899781
S000003432	ORF	Verified	YGR200C	ELP2	chromosome 7		7	902270	899904
S000036532	CDS				YGR200C		7	902270	899904
S000003433	ORF	Uncharacterized	YGR201C		chromosome 7		7	903197	902520
S000036618	CDS				YGR201C		7	903197	902520
S000003434	ORF	Verified	YGR202C	PCT1	chromosome 7	L000000240	7	904748	903474
S000036716	CDS				YGR202C		7	904748	903474
S000003435	ORF	Verified	YGR203W	YCH1	chromosome 7		7	905237	905683
S000030650	CDS				YGR203W		7	905237	905683
S000003436	ORF	Verified	YGR204W	ADE3	chromosome 7	L000000033	7	905934	908774
S000030764	CDS				YGR204W		7	905934	908774
S000028640	ORF	Uncharacterized	YGR204C-A		chromosome 7		7	909174	909061
S000032416	CDS				YGR204C-A		7	909174	909061
S000003437	ORF	Verified	YGR205W	TDA10	chromosome 7		7	909213	910085
S000030854	CDS				YGR205W		7	909213	910085
S000003438	ORF	Verified	YGR206W	MVB12	chromosome 7		7	910432	910737
S000031833	CDS				YGR206W		7	910432	910737
S000003439	ORF	Verified	YGR207C	CIR1	chromosome 7		7	911628	910843
S000031940	CDS				YGR207C		7	911628	910843
S000003440	ORF	Verified	YGR208W	SER2	chromosome 7	L000001866	7	911883	912812
S000032117	CDS				YGR208W		7	911883	912812
S000003441	ORF	Verified	YGR209C	TRX2	chromosome 7	L000002358	7	913227	912913
S000032991	CDS				YGR209C		7	913227	912913
S000003442	ORF	Uncharacterized	YGR210C		chromosome 7		7	914738	913503
S000032713	CDS				YGR210C		7	914738	913503
S000003443	ORF	Verified	YGR211W	ZPR1	chromosome 7	L000004700	7	915241	916701
S000032885	CDS				YGR211W		7	915241	916701
S000003444	ORF	Verified	YGR212W	SLI1	chromosome 7		7	917040	918446
S000034830	CDS				YGR212W		7	917040	918446
S000003445	ORF	Verified	YGR213C	RTA1	chromosome 7	L000003245	7	919465	918512
S000034869	CDS				YGR213C		7	919465	918512
S000003446	ORF	Verified	YGR214W	RPS0A	chromosome 7	L000001226|L000001225	7	920575	921788
S000035102	CDS				YGR214W		7	920575	920664
S000035103	CDS				YGR214W		7	921120	921788
S000035104	intron				YGR214W		7	920665	921119
S000003447	ORF	Verified	YGR215W	RSM27	chromosome 7		7	922175	922507
S000035176	CDS				YGR215W		7	922175	922507
S000003448	ORF	Verified	YGR216C	GPI1	chromosome 7	L000000725	7	924462	922633
S000035248	CDS				YGR216C		7	924462	922633
S000003449	ORF	Verified	YGR217W	CCH1	chromosome 7	L000003440	7	924696	930815
S000036194	CDS				YGR217W		7	924696	930815
S000006582	tRNA_gene		tG(GCC)G2		chromosome 7	L000003840	7	931023	930953
S000037457	noncoding_exon				tG(GCC)G2		7	931023	930953
S000006961	long_terminal_repeat		YGRCtau3		chromosome 7		7	931540	931171
S000006977	long_terminal_repeat		YGRWdelta32		chromosome 7		7	931688	932019
S000003450	ORF	Verified	YGR218W	CRM1	chromosome 7	L000000420	7	932541	935795
S000029874	CDS				YGR218W		7	932541	935795
S000003451	ORF	Dubious	YGR219W		chromosome 7		7	936035	936376
S000031776	CDS				YGR219W		7	936035	936376
S000003452	ORF	Verified	YGR220C	MRPL9	chromosome 7	L000001163|L000002525	7	936883	936074
S000036227	CDS				YGR220C		7	936883	936074
S000003453	ORF	Verified	YGR221C	TOS2	chromosome 7		7	938992	937124
S000036329	CDS				YGR221C		7	938992	937124
S000006495	snRNA_gene		snR7-L	SNR7-L	chromosome 7		7	939672	939459
S000033299	noncoding_exon				snR7-L		7	939672	939459
S000006496	snRNA_gene		snR7-S	SNR7-S	chromosome 7		7	939672	939494
S000033320	noncoding_exon				snR7-S		7	939672	939494
S000003454	ORF	Verified	YGR222W	PET54	chromosome 7	L000001391	7	939923	940804
S000036470	CDS				YGR222W		7	939923	940804
S000003455	ORF	Verified	YGR223C	HSV2	chromosome 7		7	942215	940869
S000036479	CDS				YGR223C		7	942215	940869
S000003456	ORF	Verified	YGR224W	AZR1	chromosome 7		7	942806	944647
S000037202	CDS				YGR224W		7	942806	944647
S000003457	ORF	Verified	YGR225W	AMA1	chromosome 7	L000004668	7	945145	947019
S000037306	CDS				YGR225W		7	945145	946327
S000037307	CDS				YGR225W		7	946421	947019
S000037308	intron				YGR225W		7	946328	946420
S000003458	ORF	Dubious	YGR226C		chromosome 7		7	947001	946792
S000037323	CDS				YGR226C		7	947001	946792
S000003459	ORF	Verified	YGR227W	DIE2	chromosome 7	L000002802	7	947420	948997
S000029996	CDS				YGR227W		7	947420	948997
S000003460	ORF	Dubious	YGR228W		chromosome 7		7	949365	949709
S000030071	CDS				YGR228W		7	949365	949709
S000003461	ORF	Verified	YGR229C	SMI1	chromosome 7	L000000909	7	950899	949382
S000030134	CDS				YGR229C		7	950899	949382
S000003462	ORF	Verified	YGR230W	BNS1	chromosome 7	L000004859	7	951894	952307
S000032548	CDS				YGR230W		7	951894	952307
S000003463	ORF	Verified	YGR231C	PHB2	chromosome 7	L000004019	7	953480	952548
S000032579	CDS				YGR231C		7	953480	952548
S000003464	ORF	Verified	YGR232W	NAS6	chromosome 7		7	953960	954646
S000033340	CDS				YGR232W		7	953960	954646
S000003465	ORF	Verified	YGR233C	PHO81	chromosome 7	L000001427|S000029634|L000004050	7	958210	954674
S000033365	CDS				YGR233C		7	958210	954674
S000003466	ORF	Verified	YGR234W	YHB1	chromosome 7	L000002510	7	959904	961103
S000033479	CDS				YGR234W		7	959904	961103
S000003467	ORF	Verified	YGR235C	MIC26	chromosome 7		7	962061	961360
S000033513	CDS				YGR235C		7	962061	961360
S000003468	ORF	Verified	YGR236C	SPG1	chromosome 7		7	962817	962530
S000033575	CDS				YGR236C		7	962817	962530
S000003469	ORF	Uncharacterized	YGR237C		chromosome 7		7	965655	963298
S000034450	CDS				YGR237C		7	965655	963298
S000003470	ORF	Verified	YGR238C	KEL2	chromosome 7	L000003593	7	968687	966039
S000034584	CDS				YGR238C		7	968687	966039
S000003471	ORF	Verified	YGR239C	PEX21	chromosome 7	L000004797	7	970053	969187
S000034676	CDS				YGR239C		7	970053	969187
S000003472	ORF	Verified	YGR240C	PFK1	chromosome 7	L000001404	7	973734	970771
S000036620	CDS				YGR240C		7	973734	970771
S000028551	ORF	Uncharacterized	YGR240C-A		chromosome 7		7	974777	974577
S000031237	CDS				YGR240C-A		7	974777	974577
S000003474	ORF	Dubious	YGR242W		chromosome 7		7	976415	976723
S000036776	CDS				YGR242W		7	976415	976723
S000003473	ORF	Verified	YGR241C	YAP1802	chromosome 7	L000004199	7	976581	974875
S000036696	CDS				YGR241C		7	976581	974875
S000003475	ORF	Verified	YGR243W	MPC3	chromosome 7		7	977336	977776
S000036844	CDS				YGR243W		7	977336	977776
S000118467	ARS		ARS733		chromosome 7		7	977728	977976
S000119031	ARS_consensus_sequence				ARS733		7	977905	977891
S000003476	ORF	Verified	YGR244C	LSC2	chromosome 7	L000004592	7	979319	978036
S000036869	CDS				YGR244C		7	979319	978036
S000003477	ORF	Verified	YGR245C	SDA1	chromosome 7		7	982068	979765
S000037596	CDS				YGR245C		7	982068	979765
S000003478	ORF	Verified	YGR246C	BRF1	chromosome 7	L000000193	7	984272	982482
S000037668	CDS				YGR246C		7	984272	982482
S000003479	ORF	Verified	YGR247W	CPD1	chromosome 7		7	984966	985685
S000037753	CDS				YGR247W		7	984966	985685
S000003480	ORF	Verified	YGR248W	SOL4	chromosome 7	L000003365	7	985972	986739
S000030588	CDS				YGR248W		7	985972	986739
S000003481	ORF	Verified	YGR249W	MGA1	chromosome 7	L000001100	7	988049	989419
S000030700	CDS				YGR249W		7	988049	989419
S000003482	ORF	Verified	YGR250C	RIE1	chromosome 7		7	993521	991176
S000031515	CDS				YGR250C		7	993521	991176
S000003483	ORF	Verified	YGR251W	NOP19	chromosome 7		7	995639	996229
S000031667	CDS				YGR251W		7	995639	996229
S000003484	ORF	Verified	YGR252W	GCN5	chromosome 7	L000000684	7	996869	998188
S000031757	CDS				YGR252W		7	996869	998188
S000003485	ORF	Verified	YGR253C	PUP2	chromosome 7	L000001531	7	999140	998358
S000031854	CDS				YGR253C		7	999140	998358
S000118468	ARS		ARS734		chromosome 7		7	999456	999576
S000178104	ARS_consensus_sequence				ARS734		7	999504	999520
S000003486	ORF	Verified	YGR254W	ENO1	chromosome 7	L000000559	7	1000927	1002240
S000032820	CDS				YGR254W		7	1000927	1002240
S000130168	ARS		ARS735		chromosome 7		7	1002239	1002522
S000003487	ORF	Verified	YGR255C	COQ6	chromosome 7	L000003876	7	1003962	1002523
S000032856	CDS				YGR255C		7	1003962	1002523
S000006750	tRNA_gene		tT(UGU)G2		chromosome 7	L000003839	7	1004216	1004287
S000030915	noncoding_exon				tT(UGU)G2		7	1004216	1004287
S000003488	ORF	Verified	YGR256W	GND2	chromosome 7	L000003352	7	1004624	1006102
S000033003	CDS				YGR256W		7	1004624	1006102
S000003489	ORF	Verified	YGR257C	MTM1	chromosome 7		7	1007305	1006205
S000033036	CDS				YGR257C		7	1007305	1006205
S000003490	ORF	Verified	YGR258C	RAD2	chromosome 7	L000001556	7	1010766	1007671
S000033688	CDS				YGR258C		7	1010766	1007671
S000077075	matrix_attachment_site		ETC4	ETC4	chromosome 7		7	1010927	1010949
S000003492	ORF	Verified	YGR260W	TNA1	chromosome 7		7	1012485	1014089
S000034815	CDS				YGR260W		7	1012485	1014089
S000003491	ORF	Dubious	YGR259C		chromosome 7		7	1012921	1012481
S000033805	CDS				YGR259C		7	1012921	1012481
S000003493	ORF	Verified	YGR261C	APL6	chromosome 7	L000003034	7	1016750	1014321
S000034880	CDS				YGR261C		7	1016750	1014321
S000003494	ORF	Verified	YGR262C	BUD32	chromosome 7		7	1017759	1016974
S000034994	CDS				YGR262C		7	1017759	1016974
S000003495	ORF	Verified	YGR263C	SAY1	chromosome 7		7	1019241	1017967
S000035935	CDS				YGR263C		7	1019241	1017967
S000003497	ORF	Dubious	YGR265W		chromosome 7		7	1021648	1022058
S000036929	CDS				YGR265W		7	1021648	1022058
S000003496	ORF	Verified	YGR264C	MES1	chromosome 7	L000001075	7	1021853	1019598
S000036088	CDS				YGR264C		7	1021853	1019598
S000003498	ORF	Verified	YGR266W		chromosome 7		7	1022656	1024761
S000036991	CDS				YGR266W		7	1022656	1024761
S000003499	ORF	Verified	YGR267C	FOL2	chromosome 7	L000000621	7	1025735	1025004
S000037019	CDS				YGR267C		7	1025735	1025004
S000003501	ORF	Dubious	YGR269W		chromosome 7		7	1026636	1026962
S000029827	CDS				YGR269W		7	1026636	1026962
S000003500	ORF	Verified	YGR268C	HUA1	chromosome 7		7	1026653	1026057
S000037084	CDS				YGR268C		7	1026653	1026057
S000003502	ORF	Verified	YGR270W	YTA7	chromosome 7	L000002561	7	1027370	1031509
S000030911	CDS				YGR270W		7	1027370	1031509
S000028641	ORF	Dubious	YGR270C-A		chromosome 7		7	1027600	1027382
S000032417	CDS				YGR270C-A		7	1027600	1027382
S000003503	ORF	Verified	YGR271W	SLH1	chromosome 7		7	1031791	1037694
S000030983	CDS				YGR271W		7	1031791	1037694
S000007608	ORF	Verified	YGR271C-A	EFG1	chromosome 7		7	1038501	1037800
S000037185	CDS				YGR271C-A		7	1038501	1037800
S000003505	ORF	Uncharacterized	YGR273C		chromosome 7		7	1039239	1038715
S000031075	CDS				YGR273C		7	1039239	1038715
S000003506	ORF	Verified	YGR274C	TAF1	chromosome 7	L000002748	7	1043095	1039895
S000032074	CDS				YGR274C		7	1043095	1039895
S000003507	ORF	Verified	YGR275W	RTT102	chromosome 7	L000004851	7	1043276	1043749
S000032191	CDS				YGR275W		7	1043276	1043749
S000003508	ORF	Verified	YGR276C	RNH70	chromosome 7	L000004048	7	1045480	1043819
S000032221	CDS				YGR276C		7	1045480	1043819
S000003509	ORF	Verified	YGR277C	CAB4	chromosome 7		7	1046561	1045644
S000032280	CDS				YGR277C		7	1046561	1045644
S000003510	ORF	Verified	YGR278W	CWC22	chromosome 7		7	1046731	1048464
S000033193	CDS				YGR278W		7	1046731	1048464
S000003511	ORF	Verified	YGR279C	SCW4	chromosome 7	L000004565	7	1049958	1048798
S000033219	CDS				YGR279C		7	1049958	1048798
S000003512	ORF	Verified	YGR280C	PXR1	chromosome 7	S000007659	7	1051725	1050910
S000035203	CDS				YGR280C		7	1051725	1050910
S000003513	ORF	Verified	YGR281W	YOR1	chromosome 7	L000003083	7	1052824	1057257
S000035335	CDS				YGR281W		7	1052824	1057257
S000003514	ORF	Verified	YGR282C	BGL2	chromosome 7	L000000175|S000029440|L000004570	7	1058724	1057783
S000035378	CDS				YGR282C		7	1058724	1057783
S000003515	ORF	Verified	YGR283C		chromosome 7		7	1060040	1059015
S000035443	CDS				YGR283C		7	1060040	1059015
S000003516	ORF	Verified	YGR284C	ERV29	chromosome 7		7	1061590	1060658
S000036349	CDS				YGR284C		7	1061590	1060658
S000003517	ORF	Verified	YGR285C	ZUO1	chromosome 7	L000002571	7	1063153	1061852
S000036447	CDS				YGR285C		7	1063153	1061852
S000003518	ORF	Verified	YGR286C	BIO2	chromosome 7	L000000181	7	1064940	1063813
S000036536	CDS				YGR286C		7	1064940	1063813
S000003519	ORF	Verified	YGR287C	IMA1	chromosome 7		7	1068991	1067222
S000036609	CDS				YGR287C		7	1068991	1067222
S000003520	ORF	Verified	YGR288W	MAL13	chromosome 7	L000001010	7	1070293	1071714
S000037379	CDS				YGR288W		7	1070293	1071714
S000003522	ORF	Dubious	YGR290W		chromosome 7		7	1075482	1075925
S000030534	CDS				YGR290W		7	1075482	1075925
S000003521	ORF	Verified	YGR289C	MAL11	chromosome 7	L000002978	7	1075813	1073963
S000037432	CDS				YGR289C		7	1075813	1073963
S000003523	ORF	Dubious	YGR291C		chromosome 7		7	1076504	1076283
S000030599	CDS				YGR291C		7	1076504	1076283
S000003524	ORF	Verified	YGR292W	MAL12	chromosome 7	L000001009	7	1076599	1078353
S000030723	CDS				YGR292W		7	1076599	1078353
S000003526	ORF	Verified	YGR294W	PAU12	chromosome 7		7	1080306	1080668
S000031646	CDS				YGR294W		7	1080306	1080668
S000003525	ORF	Dubious	YGR293C		chromosome 7		7	1080346	1079885
S000030754	CDS				YGR293C		7	1080346	1079885
S000003527	ORF	Verified	YGR295C	COS6	chromosome 7	L000004064	7	1082729	1081584
S000031677	CDS				YGR295C		7	1082729	1081584
S000028960	telomere		TEL07R		chromosome 7		7	1083635	1090940
S000028961	X_element				TEL07R		7	1083635	1084092
S000028962	X_element_combinatorial_repeat				TEL07R		7	1084093	1084346
